Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Serbia,SRB,GDP (constant LCU),NY.GDP.MKTP.KN,4306930200000,4238471100000,4315020400000,4459081100000,4552773700000,4757426400000,4963505500000,4918674200000,5290029800000,..
Seychelles,SYC,GDP (constant LCU),NY.GDP.MKTP.KN,16925062300,17687500000,18684600000,19684800000,20572800000,21230900000,21889030200,20205178800,21793686200,..
Sierra Leone,SLE,GDP (constant LCU),NY.GDP.MKTP.KN,10218610735500,10684249565700,8483425495000,8997137122600,9374352000000,9699136000000,10208752000000,10007747000000,10418535000000,..
Singapore,SGP,GDP (constant LCU),NY.GDP.MKTP.KN,395633100000,411203400000,423444100000,438525900000,458967500000,475771700000,480984600000,461056900000,496161600000,..
Sint Maarten (Dutch part),SXM,GDP (constant LCU),NY.GDP.MKTP.KN,1721100000,1748300000,1755293200,1764069700,1661753600,1552077900,..,..,..,..
Slovak Republic,SVK,GDP (constant LCU),NY.GDP.MKTP.KN,74188216000,76189213000,80126048000,81683659000,84083581000,87472477000,89676515000,86650218000,89262118000,..
Slovenia,SVN,GDP (constant LCU),NY.GDP.MKTP.KN,36988629000,38012533000,38852641000,40092760000,42023379000,43895254000,45410114000,43447775000,47015299000,..
Solomon Islands,SLB,GDP (constant LCU),NY.GDP.MKTP.KN,9174100000,9283200000,9438800000,9963100000,10269500000,10551500000,10736100000,10373000000,10352000000,..
Somalia,SOM,GDP (constant LCU),NY.GDP.MKTP.KN,94047092600000,101377311329167,116634537352500,126586137865000,129560383940000,139317536618424,149705778750000,153432516000000,159645168097483,..
South Africa,ZAF,GDP (constant LCU),NY.GDP.MKTP.KN,4302291176100,4363118106800,4420792517400,4450170996100,4501701615500,4570232342127.23,4584100859994.27,4293355585540.95,4504292296355.49,..
South Sudan,SSD,GDP (constant LCU),NY.GDP.MKTP.KN,17336000000,17920855700,15986592400,..,..,..,..,..,..,..
Spain,ESP,GDP (constant LCU),NY.GDP.MKTP.KN,1023947000000,1038239000000,1078092000000,1110842000000,1143898000000,1170030000000,1193243000000,1058103000000,1116506000000,..
Sri Lanka,LKA,GDP (constant LCU),NY.GDP.MKTP.KN,10434604349800,11100121213200,11566987369100,12151539521800,12936611759800,13235458391200,13206276338100,12747715224900,13171801602600,..
St. Kitts and Nevis,KNA,GDP (constant LCU),NY.GDP.MKTP.KN,2010125500,2162440000,2177860000,2263460000,2263620000,2310080000,2403580000,2054290000,2036220000,..
St. Lucia,LCA,GDP (constant LCU),NY.GDP.MKTP.KN,5031063600,5102311368.70794,5032815990.03224,5221698655.10786,5398560539.21746,5554083382.14922,5517973092.23242,4173539983.81542,4683958173.23848,..
St. Martin (French part),MAF,GDP (constant LCU),NY.GDP.MKTP.KN,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,GDP (constant LCU),NY.GDP.MKTP.KN,2104715700,2128830600,2188123300,2278920900,2316964400,2387686100,2397332600,2269970800,2300663398.78207,..
Sudan,SDN,GDP (constant LCU),NY.GDP.MKTP.KN,19681675600,20599113200,20992592700,21720540700,21874595000,21288152300,20824442900,20068557079.1443,19693572035.1496,..
Suriname,SUR,GDP (constant LCU),NY.GDP.MKTP.KN,18087339200,18133552900,17515000000,16654000000,16915000000,17752000000,17959485000,15090422000,14678511000,..
Sweden,SWE,GDP (constant LCU),NY.GDP.MKTP.KN,3971859000000,4077423000000,4260470000000,4348687000000,4460358000000,4547336000000,4637655000000,4537008000000,4767265000000,..
Switzerland,CHE,GDP (constant LCU),NY.GDP.MKTP.KN,642109121000,657197923000,668006382000,681825361000,691117274000,710886309000,719004505000,701924098000,731557344000,..
Syrian Arab Republic,SYR,GDP (constant LCU),NY.GDP.MKTP.KN,834511477400,748470507500,717186000000,671246000000,666391000000,675675000000,683923000000,657430000000,..,..
Tajikistan,TJK,GDP (constant LCU),NY.GDP.MKTP.KN,4839439800,5163682300,5474500000,5852200000,6267700000,6744000000,7243100000,7561800000,8257500000,..
Tanzania,TZA,GDP (constant LCU),NY.GDP.MKTP.KN,83268117227300,88874111468100,94349315551900,100828392681400,107670284872900,113532897000000,120117805000000,122515769000000,127758322332500,..
Thailand,THA,GDP (constant LCU),NY.GDP.MKTP.KN,9142087000000,9232088000000,9521426000000,9848502000000,10259941000000,10693205000000,10923286000000,10246535000000,10403700000000,..
Timor-Leste,TLS,GDP (constant LCU),NY.GDP.MKTP.KN,1485158572.77181,1551574301.61032,1594447740.54084,1648387546.50393,1597985633.44717,1586955444.88047,1960108828.51156,2585667509.02461,2722486603.50253,..
Togo,TGO,GDP (constant LCU),NY.GDP.MKTP.KN,3023246325700,3202240302200,3386140750300,3574379000000,3729784000000,3915386000000,4129163000000,4201540000000,4422566000000,..
Tonga,TON,GDP (constant LCU),NY.GDP.MKTP.KN,895432500,913508600,924213900,984944000,1017668100,1020123000,1027330000,1032350000,1004812000,..
Trinidad and Tobago,TTO,GDP (constant LCU),NY.GDP.MKTP.KN,181084988872.703,187102342384.515,185688555993.304,173127766538.846,164978644473.619,163541733527.582,163722273865.001,151151135494.107,149599508382.59,..
Tunisia,TUN,GDP (constant LCU),NY.GDP.MKTP.KN,86275303900,88941493800,89802000000,90806000000,92844000000,95249000000,96681000000,88346000000,92165000000,..
Turkiye,TUR,GDP (constant LCU),NY.GDP.MKTP.KN,1379394179100,1447532322500,1535607237100,1586636758700,1705666208500,1756493104400,1770257163500,1804600723300,2009486001600,..
Turkmenistan,TKM,GDP (constant LCU),NY.GDP.MKTP.KN,41080880700,45312211400,48257505100,51249470400,54580686000,57964688500,61616463875.5,..,..,..
Turks and Caicos Islands,TCA,GDP (constant LCU),NY.GDP.MKTP.KN,734948000,798971500,889373800,953863900,930110600,982298700,1034601700,757505600,773413200,..
Tuvalu,TUV,GDP (constant LCU),NY.GDP.MKTP.KN,48000000,48000000,53000000,56000000,57000000,58000000,66000000,67000000,69000000,..
Uganda,UGA,GDP (constant LCU),NY.GDP.MKTP.KN,90830994796400,95469104536500,100421907891800,105223079600800,108518040921500,115358935509700,122786603240700,126410412147000,130881017931600,..
Ukraine,UKR,GDP (constant LCU),NY.GDP.MKTP.KN,2870009007500,2580743813600,2328528050700,2385367000000,2441661000000,2526834982800,2607681165700,2509820000000,2595153880000,..
United Arab Emirates,ARE,GDP (constant LCU),NY.GDP.MKTP.KN,1252617111281.58,1304797280104.77,1393350908042.75,1470841989977.81,1481653689266.24,1501121342763.95,1517758993229.57,1442522884075.07,1499016351242.64,..
United Kingdom,GBR,GDP (constant LCU),NY.GDP.MKTP.KN,1817932533000,1876100968000,1920998000000,1962591568000,2010548876000,2044829157000,2077634528000,1848453604000,1987548081000,..
United States,USA,GDP (constant LCU),NY.GDP.MKTP.KN,17329814706000,17726282036000,18206020741000,18509601053000,18924571726000,19481973191000,19928975197000,19377380521000,20529459727000,..
Uruguay,URY,GDP (constant LCU),NY.GDP.MKTP.KN,1638383527600,1691447349400,1697718242700,1726406254400,1754507900800,1762892820100,1769070827800,1660777576700,1733303888200,..
Uzbekistan,UZB,GDP (constant LCU),NY.GDP.MKTP.KN,97537962850400,104242564835200,111767599489800,118397822037000,123601731475600,130220600349900,137655717706900,140252242155600,150659113139900,..
Vanuatu,VUT,GDP (constant LCU),NY.GDP.MKTP.KN,57669000000,59478000000,59696000000,62495000000,66443000000,68370000000,70586000000,66777000000,67077000000,..
"Venezuela, RB",VEN,GDP (constant LCU),NY.GDP.MKTP.KN,62233885000,59810257000,..,..,..,..,..,..,..,..
Vietnam,VNM,GDP (constant LCU),NY.GDP.MKTP.KN,3.24687E+15,3.455392E+15,3.696826E+15,3.944144E+15,4.217875E+15,4.532739E+15,4.866316E+15,5.005756E+15,5.133981E+15,..
Virgin Islands (U.S.),VIR,GDP (constant LCU),NY.GDP.MKTP.KN,3832000000,3764000000,3748000000,3808000000,3780000000,3852000000,3959000000,3874000000,..,..
West Bank and Gaza,PSE,GDP (constant LCU),NY.GDP.MKTP.KN,13492400000,13471100000,13972400000,15211000000,15426900000,15616200000,15829000000,14037400000,15027100000,..
"Yemen, Rep.",YEM,GDP (constant LCU),NY.GDP.MKTP.KN,365340426500,364651064800,262568653800,237952517400,225884052000,227583711100,..,..,..,..
Zambia,ZMB,GDP (constant LCU),NY.GDP.MKTP.KN,116007000000,121457000000,125004000000,129725000000,134271000000,139688155300,141701489100,137755024600,144090011806.416,..
Zimbabwe,ZWE,GDP (constant LCU),NY.GDP.MKTP.KN,198385196700,201330309500,205404530300,207255133500,215711689900,226518558200,212174391900,195588824400,212151319100,..
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,
Last Updated: 05/10/2023,,,,,,,,,,,,,
